,SOI,window_size,up_z,low_z,1000_today,inc_per_share,avg_p_change,days_per_hold,trades_per_year,earnings_per_year
355,expe,294.0,2.8,2.44,2786.06267085,49.48215139,1.78606267085,532.3,0.488489813064,1.1198732975
365,slab,272.0,3.16,2.38,2492.18622903,55.955,1.49218622903,431.6,0.602420112646,1.11843553633
480,kmpr,262.0,3.36,3.18,2490.60133609,37.3428171814,1.49060133609,433.0,0.60052978421,1.11416961661
562,wdc,224.0,2.72,2.62,4331.53049985,76.2246102401,2.49440212068,685.55,0.391352059642,1.11306272152
649,gme,266.0,3.04,2.94,2068.17316029,15.6186492614,1.0681731603,239.5,1.08559972106,1.10374609539
815,adsk,258.0,3.2,2.8,2471.82723123,67.492,1.47182723123,433.3,0.600046827939,1.10341372074
298,snv,200.0,3.0,2.5,3945.22995858,22.942614084,1.3108931727,356.8,0.749091525674,1.10004328241
324,snx,155.0,3.24,3.16,3070.82371783,47.110374888,2.07082371783,621.2,0.424884373056,1.09524896556
708,cnc,104.0,3.22,3.18,6208.42918095,76.34,1.60169439563,489.15,0.536147639653,1.09480337674
111,wbmd,260.0,2.48,2.02,1992.35494881,14.538,0.992354948806,202.1,1.2912558907,1.08297121672
371,lii,190.0,2.7,2.74,3988.03224318,72.6751380049,2.83174321585,709.65,0.471867021272,1.07054001697
798,fico,175.0,3.02,2.74,2247.61746578,25.7148932115,1.24761746578,331.7,2.50969866387,1.06990701573
802,ttwo,280.0,3.02,2.72,4585.37882763,34.809,3.58537882763,754.3,0.445997105472,1.06200814206
697,avgo,110.0,3.32,2.26,6107.63957798,127.399078507,5.10763957798,1130.1,0.231222683688,1.05688940817
269,ew,258.0,3.3,2.26,4427.43923691,84.334,1.79401505565,560.35,0.493250314269,1.05508655794
219,sivb,282.0,3.3,3.14,1957.64363292,78.349,0.957643632921,201.9,1.28990699901,1.04536772632
529,skx,110.0,3.38,2.16,5799.98609976,27.242,1.98255689642,608.566666667,0.513072066602,1.04371787725
218,hele,197.0,3.22,3.04,2209.92468028,33.333,1.20992468028,352.4,0.76245933198,1.03858571415
374,wcg,126.0,3.06,2.52,3590.52635604,128.762,1.77718936026,600.25,0.513752565083,1.02796870856
702,gva,236.0,3.34,2.92,2056.32828797,30.5574759342,1.05632828797,285.0,0.912312198704,1.01721617334
87,ilmn,240.0,3.4,2.56,0.0,-43.973,1.60008130776,545.9,0.476311557488,1.01632151588
841,masi,200.0,3.2,2.42,3642.54309186,57.2820881543,1.46825041505,498.15,0.582960383345,1.01215035121
490,tso,80.0,3.2,2.9,3482.02045506,41.1168886145,1.65728428602,491.7,0.65867871314,1.00902443103
41,trn,280.0,3.06,2.72,2259.75564618,19.6024762275,1.25975564617,406.0,0.640397973732,1.00663127619
694,amzn,122.0,3.22,2.32,3669.68894063,756.248,1.95436162595,629.05,0.448863962095,1.00378898048
538,cxo,278.0,2.08,3.26,1826.98565913,59.973,0.826985659129,125.7,2.11028714374,1.0037200253
215,vmc,156.0,2.78,3.04,2274.0108234,58.1941207535,1.2740108234,394.4,1.05692396043,1.00035514933
190,swks,76.0,2.96,3.02,5133.95146888,66.4856890419,3.57727295709,861.75,0.624758355377,0.996394307912
412,qrvo,260.0,2.5,1.88,2092.6760084,39.364,1.0926760084,320.2,0.821049188601,0.995351330856
707,kmt,256.0,2.62,3.28,1948.71694519,16.3897977239,0.948716945186,229.0,1.13537117904,0.992903091927
384,amat,116.0,3.0,2.98,2714.8961895,32.9032626944,1.7148961895,612.0,0.424836601307,0.987438774592
382,rht,120.0,3.0,3.3,1842.3345359,28.015,0.842334535897,157.5,1.65214233841,0.977813403947
223,tsn,250.0,3.22,3.0,3319.45505749,32.6953195007,2.31945505749,803.1,0.324885096289,0.972015287424
767,low,111.0,3.04,3.22,2656.72644439,27.6664590412,1.65672644439,601.4,0.466067140172,0.967778854395
101,ctb,200.0,3.24,2.94,1975.85982373,10.2170544541,0.975859823731,265.4,0.980474980261,0.967041068805
25,wmb,88.0,3.26,3.24,4207.91447934,44.1811342728,1.25530187055,437.4,0.594771255045,0.964249570668
784,hd,159.0,3.04,2.78,2601.86628448,44.4075179951,1.60186628448,564.7,0.560739893926,0.958569608894
261,nfx,236.0,1.88,3.14,1774.72980958,19.128,0.774729809577,111.2,2.33926698563,0.953538635571
473,saic,250.0,2.74,2.56,2006.38536902,40.1231082793,1.00638536902,300.0,0.86695035763,0.950604873353
726,dct,164.0,3.06,2.64,2185.77401855,15.5717136548,1.18577401855,413.6,0.629946069018,0.947705565596
652,woof,208.0,3.38,2.62,1930.05952381,43.75,0.93005952381,249.0,1.04417670683,0.944668159745
174,sig,126.0,3.12,3.24,2674.73164124,56.2057486146,1.67473164124,638.0,0.407523510972,0.943936278186
315,vrtx,264.0,3.14,2.12,3361.0502332,67.871,1.07258201478,349.0,0.747941606526,0.942483645335
265,ea,120.0,3.34,2.3,5565.71031243,83.608,4.24421509856,1172.45,0.234185744164,0.938594410325
84,len,206.0,2.94,2.66,4432.90509019,42.5625569919,1.42265363334,548.7,0.473919077195,0.929273976666
392,wex,232.0,2.5,2.92,1989.4489787,44.875,0.989448978699,290.0,1.08019052585,0.927373885583
51,wst,208.0,3.06,2.12,3185.41116383,36.8373236538,2.18541116383,812.3,0.323454349769,0.92736295988
521,ci,76.0,3.26,2.92,3821.13193297,113.214895328,2.82113193297,968.0,0.268595041322,0.927221178229
3,alk,72.0,3.36,2.76,1349.24019673,5.51266477556,2.20616058419,742.75,0.370478870528,0.926954143886
532,cy,155.0,2.84,2.74,3384.79413959,11.4808029078,0.840906146354,183.133333333,1.61510891724,0.925043811855
465,ttc,124.0,3.2,3.3,2330.46964764,14.3744415251,1.33046964765,512.1,0.507731869982,0.921701502657
81,ggp,214.0,2.92,2.86,2070.03514262,10.1046688299,1.07003514262,366.3,0.746508095896,0.91953159028
420,eqix,100.0,2.98,2.54,4197.75917831,303.463686501,1.84006368691,713.066666667,0.378303763205,0.919409159707
803,jcom,290.0,3.26,2.56,2779.07993116,38.3555258798,1.58531981872,623.45,0.424290921136,0.918517817728
388,whr,180.0,3.18,3.04,2795.38546209,95.6395447857,1.79538546209,696.5,0.388231251063,0.91530825681
280,rf,158.0,3.12,3.18,2966.35902855,6.81114936771,1.50236043785,596.4,0.439194509205,0.914620346067
243,noc,80.0,3.32,2.74,4072.87291354,148.081602648,2.41008027,845.5,0.339159362695,0.913156121782
62,tex,68.0,2.98,3.32,2137.54199332,17.2655077846,0.892853781494,222.7,1.33778126635,0.912857683714
725,ayi,206.0,2.68,3.02,1918.05953543,29.1967503451,1.10141335507,383.5,0.833242378464,0.907584236262
212,kbh,122.0,3.16,2.82,3380.82406435,15.4968044171,1.18360983158,446.2,0.633804245393,0.901598377195
266,fr,198.0,2.92,2.18,2207.82360804,8.14240022801,1.20782360804,434.6,0.679963483405,0.9002798924
588,jblu,115.0,2.98,2.96,2442.04420794,7.605,1.03407386015,348.95,1.01894029015,0.899916697195
383,regn,32.0,3.2,2.66,1760.73367947,85.6637,1.2951694409,435.375,0.928434143824,0.899224989292
94,ipgp,226.0,2.74,2.06,2051.64179152,35.5760722273,1.05164179152,355.1,0.970913294607,0.895979898269
48,cma,278.0,3.12,3.38,1835.4073508,26.7886457918,0.835407350799,208.0,1.25071867042,0.895626152139
430,odfl,92.0,3.36,2.5,5332.60675438,88.9171811843,1.65595579163,675.45,0.400103737172,0.894283674902
468,rmd,246.0,3.14,2.98,2769.26337398,37.8785404611,1.76926337398,715.1,0.380827067669,0.891483714426
92,hbi,116.0,3.38,2.04,0.0,-2.7816779966,1.73124882303,717.75,0.362452101725,0.888457360752
692,vsh,270.0,3.26,3.04,2316.39684885,11.877366417,1.31639684885,537.4,0.483830738535,0.888101431908
368,car,174.0,3.18,2.52,306.963087248,-0.213,1.40331730826,583.8,0.44985535825,0.885917159821
662,big,256.0,2.26,3.0,1701.24416796,16.9749967357,0.701244167961,83.8,3.10408907045,0.881871027558
530,antm,176.0,3.08,3.18,2289.58711338,64.9047328284,1.28958711338,502.8,0.529045083422,0.880182070311
207,hfc,200.0,3.02,3.34,1752.94937811,20.6651295611,0.752949378106,142.6,1.82348434039,0.878340582246
629,adbe,48.0,3.36,2.94,3636.51901601,111.877,1.50493226932,627.0,0.437895977135,0.877343346699
637,cien,260.0,2.58,2.84,1773.4926427,11.162,0.773492642702,167.1,1.55616422342,0.873668906845
398,kr,124.0,3.24,2.78,2496.99618134,17.8783262182,2.11670019711,797.2,0.338810136209,0.873112617554
290,lmt,76.0,2.86,3.22,2896.62333046,108.48037395,1.77438279529,742.05,0.361610918877,0.87104914439
781,yhoo,194.0,3.16,2.66,3011.6448427,30.8015,1.12276372398,429.183333333,0.609808411796,0.870352721175
677,mhk,108.0,3.02,3.18,2490.33541965,84.467,1.11645515397,378.1,0.78675218408,0.868795239995
809,idxx,110.0,3.4,2.9,4152.79734423,105.511,1.73074226162,721.9,0.383653433104,0.863148171132
150,mu,83.0,2.96,2.54,4742.63553799,25.519,2.53477347739,820.975,0.449388105745,0.862307595356
80,trmb,256.0,2.54,2.64,2057.80515812,18.186,1.05780515812,413.9,0.628649359918,0.860344851946
395,lpx,142.0,3.0,2.72,3571.2799608,14.625,1.18229386452,463.3,0.677474114934,0.859782279364
293,ori,244.0,2.8,2.54,2913.08980701,10.6093260567,1.4483726449,608.9,0.510865935544,0.859409579102
440,dv,232.0,2.72,2.96,1918.67223117,17.1414106729,0.918672231167,315.4,0.824375217474,0.853706776552
28,mpc,91.0,3.14,2.88,3320.93438719,38.7372533424,1.24058286868,526.15,0.501797799351,0.85354647695
461,crm,280.0,2.92,2.74,2191.61040404,29.924,1.19161040404,481.6,0.596559991126,0.853099328789
135,msa,112.0,3.26,3.26,2414.28689648,30.8469833814,1.16146241885,488.15,0.53313771884,0.85234830107
539,swk,208.0,1.96,3.02,1710.39140304,29.7109815091,0.71039140304,118.4,2.19604519774,0.850540367985
689,oln,251.0,2.52,2.64,2567.74208465,20.9287081587,0.856944142264,257.1,1.07058921917,0.847500301581
520,coo,161.0,3.22,2.84,3541.34533256,141.747160861,1.4280231666,616.4,0.429917356314,0.846868443743
414,nuva,162.0,2.88,2.74,1153.1688599,10.29,0.985287197749,387.9,0.805676245437,0.846788745012
75,chfc,209.0,3.1,2.54,2070.16217558,13.5593059538,1.07016217558,429.7,0.780851195021,0.840648112651
837,hni,270.0,2.02,3.24,1733.56439388,22.4843319167,0.733564393874,153.7,1.70122891697,0.838597505221
159,umbf,258.0,3.24,3.32,1787.90902153,31.4484155799,0.787909021525,211.3,1.23048377001,0.838510245668
18,idcc,290.0,3.12,2.24,2456.70905457,39.3948760148,1.45670905457,662.2,0.392630947557,0.837579434055
762,hes,264.0,1.86,2.86,1803.25939086,28.3616036511,0.803259390861,229.6,1.13247761846,0.835642759629
171,lamr,188.0,2.84,2.26,4633.69417497,54.7271839275,2.32574379562,842.7,0.382851043097,0.834335378267
670,moh,195.0,2.46,2.1,2853.1325818,31.461,0.922410320213,284.45,1.11090806053,0.831435649291
829,iboc,236.0,3.36,2.7,1774.75971162,16.0239559579,0.774759711625,204.8,1.26956025128,0.830955227529
229,leco,126.0,2.56,3.28,1960.89512067,24.1824051436,0.960895120663,313.3,1.20762008904,0.826503128997
327,fmc,94.0,3.24,3.28,2396.39317995,46.0082635155,1.39639317995,648.6,0.400864777057,0.824601486504
105,sci,57.0,3.2,3.24,2908.87931463,14.8687062972,1.73809482161,765.95,0.366273733845,0.823475686063
191,klac,282.0,2.94,2.46,1917.90143047,40.6884140009,0.917901430468,344.2,0.760986799168,0.821609902162
67,ter,139.0,3.1,2.78,2858.6420322,26.8795295266,1.60956386484,745.5,0.349999059705,0.821400166585
441,hii,71.0,3.34,2.64,227.84999812,3.79703604341,1.36581795248,631.433333333,0.429739157646,0.816319999452
115,cbrl,110.0,3.04,3.22,1963.69155107,29.5554127109,0.963691551069,389.0,0.668380462725,0.816107336338
134,twx,86.0,3.22,3.28,3193.27564055,57.6549777032,1.2670306001,566.8,0.467724867725,0.815687283341
313,tel,206.0,2.82,2.72,2960.31515235,41.8662002557,1.30871498801,596.55,0.456797380924,0.813812117794
413,ctas,118.0,3.34,2.18,3812.4533985,70.8040852312,3.09217903811,1176.8,0.223167233128,0.812835521498
288,etfc,220.0,3.1,2.64,3979.29859613,26.766,1.22239350061,570.55,0.466578355516,0.808004724109
54,tmo,140.0,3.24,2.86,2938.38181342,90.3376728107,1.81580638524,834.85,0.32741340452,0.806894012472
571,mlm,210.0,2.64,2.66,2165.11288373,115.935810181,0.76017883349,195.05,2.18105503401,0.802720164263
608,manh,60.0,3.38,2.06,3223.55768625,25.940125,0.938523104746,365.683333333,0.725118667547,0.802615823004
456,bac,204.0,3.04,2.4,3485.18294119,14.0832964411,1.56036565546,610.85,0.650485932202,0.802472426928
224,fis,192.0,3.0,2.7,2724.3166358,38.574118198,1.7243166358,825.7,0.315026479542,0.800972960079
362,pru,258.0,3.2,3.38,1734.36226106,40.2310759134,0.734362261058,190.0,1.36842105263,0.800167223744
77,br,96.0,3.2,2.72,3822.48762185,49.7591772373,1.29866462227,611.2,0.437869452852,0.799542751086
700,dds,224.0,2.7,2.48,1649.80848985,30.5747107662,0.64980848985,88.5,2.938020656,0.798819896912
769,caty,118.0,2.98,3.38,1908.32107505,8.91212155469,0.908321075051,332.6,1.07158478199,0.798461936948
424,eat,141.0,2.9,3.14,2476.07429332,25.7828682618,1.10202762961,480.3,0.561642436619,0.797090037635
595,cinf,144.0,2.88,3.08,1913.52113698,17.4437730259,0.913521136976,368.2,0.706217635609,0.796991473959
239,csx,205.0,3.38,3.2,1830.18961261,20.3997001393,0.830189612607,311.4,0.954183931069,0.796532639343
728,ddd,75.0,3.3,1.86,0.0,6.91599999998,0.92486977609,368.441666667,0.71297107788,0.796079124057
385,nem,258.0,2.86,3.12,1916.80896678,16.5853953858,0.916808966785,373.8,0.695569892473,0.794554559562
621,cmcsa,68.0,3.22,3.08,4309.95420166,31.2808470307,1.31624744156,647.45,0.40566156357,0.791720246772
120,mscc,163.0,3.3,2.76,3287.74642892,36.4575,0.978155254166,414.95,0.779209354681,0.789849005468
611,wtfc,274.0,3.06,2.92,1751.20185395,29.4323650771,0.751201853944,219.6,1.18397675384,0.789143436097
208,fslr,120.0,2.92,2.92,1730.14737619,29.734,0.730147376188,198.1,1.40655476599,0.788722448845
614,schw,278.0,2.94,3.02,1730.22106484,16.1203122431,0.73022106484,197.5,1.31666237299,0.787624038164
761,val,200.0,3.12,2.04,3718.4893089,74.228716946,2.7184893089,1152.8,0.225537915975,0.784948264481
7,alb,126.0,3.22,3.16,2127.88287938,52.9949907002,1.12788287938,523.6,0.513013896097,0.78248478763
47,osk,209.0,3.06,2.86,2333.71385596,28.3079389426,0.883566392145,352.716666667,0.818378573336,0.782315599474
217,lsi,88.0,3.24,3.3,2142.96780562,31.7874067476,1.14296780562,492.8,0.682853579461,0.777743456301
231,wrk,150.0,2.7,2.2,1866.28622145,26.600418004,0.866286221446,349.0,0.745010139823,0.776559681221
650,rga,234.0,3.2,3.26,1981.01999199,75.3619603918,0.981019991982,447.4,0.581139600291,0.776510868539
439,hig,216.0,2.94,2.68,2545.9975835,22.6734479849,1.5459975835,787.2,0.330371941175,0.774812273362
122,post,224.0,3.24,2.4,1770.77210793,28.85,0.770772107935,256.0,1.015625,0.774502320326
477,wor,167.0,3.24,3.2,2016.70785615,29.0240680209,1.01670785615,479.1,0.542684885119,0.77306658473
766,rcl,176.0,3.04,2.66,2492.50609579,30.7525166386,0.972463689036,425.45,0.65932977126,0.77257897073
415,pki,262.0,3.0,2.1,3803.27159334,47.1018078183,1.04705161233,499.2,0.534003284294,0.771040960314
583,ir,204.0,2.6,2.7,4066.19539964,61.961906735,1.13647311806,499.383333333,0.608122510758,0.768520154568
511,stz,56.0,3.3,2.68,5504.53028978,120.76259873,0.940966704529,407.466666667,0.691352761072,0.767211908497
575,aig,80.0,3.0,3.3,1951.81576617,20.1458951628,0.951815766163,434.8,0.597994452741,0.767068693121
133,sbny,96.0,3.12,3.14,2042.02202758,52.227,1.04202202758,488.7,0.540983624859,0.767007051147
817,ni,68.0,3.36,2.2,3391.16795413,14.4194721236,1.2445638778,639.15,0.409292505166,0.766505100182
754,ewbc,209.0,3.14,3.26,2328.06813433,24.4324797332,0.762840050242,258.65,1.07109916071,0.764111579691
800,lyv,170.0,3.06,3.2,2660.23727417,19.025,1.06096966919,464.6,0.654030599923,0.761827808239
471,lnc,232.0,3.14,2.6,3604.9191433,40.3700062399,2.3362386913,978.7,0.441637716444,0.761491179638
63,nwl,85.0,3.38,3.26,3812.93441346,35.8876728269,2.10676755895,976.95,0.28643012663,0.760814480658
646,cxw,126.0,1.88,3.2,1997.05375801,14.7386341196,0.645530326276,125.75,2.13163022206,0.760585252251
599,pcln,120.0,3.04,2.9,3012.01717472,1062.196,0.849775194482,341.666666667,0.794359519248,0.759809893666
536,cw,56.0,3.34,3.16,2840.09544537,47.5777674379,1.84009544537,887.2,0.3409985309,0.759291104555
713,kmx,210.0,2.88,2.66,3269.71948279,52.359,1.34544119051,693.95,0.393085562706,0.759278012501
633,rop,210.0,2.48,2.22,1938.46490307,60.4038362527,0.938464903068,428.4,0.63263000581,0.758792029064
559,wwd,214.0,2.76,2.62,2539.5154664,41.697984059,0.766167977131,261.65,1.28785293217,0.756126295437
756,xyl,240.0,3.26,3.12,1999.9621987,29.7588994893,0.999962198707,488.7,0.532024652084,0.755376821809
241,dal,106.0,3.02,2.42,1464.85975392,10.0064282066,1.11000803339,549.0,0.552231056605,0.754749954955
183,sna,214.0,2.8,2.82,3829.27343029,117.39679096,3.04461252468,1251.9,0.216065933619,0.754202660284
88,re,127.0,3.08,2.82,2528.83098837,97.8412196119,1.36710238549,724.05,0.371348422633,0.754100797595
449,shw,119.0,2.88,3.32,4245.43682369,251.917470283,1.76380298307,743.0,0.422219063578,0.753635593866
410,rtn,74.0,3.16,2.98,3548.17491105,94.0332199417,2.0486103044,935.25,0.317811234655,0.753385927245
474,luv,28.0,3.22,2.36,1288.35164178,-7.6570916408,1.63123790908,677.808333333,0.463600498451,0.752745028405
333,ncr,208.0,2.64,3.02,2448.75025362,28.944,1.03418157413,514.416666667,0.603410945992,0.752713442037
366,trmk,260.0,3.28,3.02,1710.6809304,13.5539629943,0.710680930403,211.9,1.22716487979,0.751774178553
687,tyl,28.0,3.34,2.38,4432.03367841,84.371,2.18802456362,666.475,0.603554025661,0.751549281707
216,lfus,212.0,3.18,2.12,3091.23314762,75.7322490036,2.09123314762,1039.1,0.250216554379,0.749822352548
156,cab,182.0,2.68,3.32,1833.9682481,26.644,0.720417235044,227.866666667,1.33482510165,0.746908749895
304,crl,280.0,2.8,1.9,2048.68796686,27.834,1.04868796686,451.6,0.66611921417,0.746308119345
1,all,222.0,2.64,2.34,3803.91921503,57.5973255727,1.64887267088,799.7,0.382397803483,0.745384411578
353,stx,90.0,2.94,2.96,658.036368778,-5.2971812584,0.749610439006,268.6,2.07558365267,0.745233416739
210,jack,162.0,2.6,2.22,3037.05410496,47.9243794944,0.883216616832,328.9,1.20818602158,0.744093980777
554,mco,96.0,3.04,2.98,4202.01612828,90.9029255543,2.53826542197,1039.1,0.36436903688,0.743924658729
535,wri,244.0,2.84,2.68,1827.5494349,12.0167367262,0.827549434904,342.0,0.768046734519,0.74373322424
310,gntx,278.0,2.92,3.04,2799.6438297,11.7621591136,0.713567119927,224.45,1.15843467326,0.743671638411
818,jcp,112.0,2.3,3.26,1632.10692311,15.5923035773,0.632106923109,118.0,2.20338983051,0.743229251663
808,cbs,54.0,3.0,3.36,1836.32457967,17.020278456,0.836324579672,304.2,0.933754663162,0.742959003733
544,prxl,150.0,3.1,3.0,4816.56168844,62.812,3.81656168844,1452.4,0.179014066082,0.742849631474
710,cno,126.0,3.16,3.16,3714.88966458,14.167980673,2.49664555915,1057.4,0.378530522334,0.742601797549
376,pnra,100.0,2.5,3.4,1757.67480347,73.252,0.757674803475,278.7,0.932917312526,0.741239396044
789,csl,114.0,3.24,2.94,3918.75484302,92.3080031921,1.2096802187,658.8,0.397046343662,0.739392367724
124,pxd,127.0,3.06,3.32,1856.46620093,60.2154073541,0.856466200929,364.6,0.799686817422,0.736742469657
619,msci,268.0,3.38,3.02,2070.71732292,26.9958954334,1.07071732292,572.0,0.454545454545,0.733744755296
491,snps,224.0,2.72,3.18,1743.39995065,30.13,0.743399950654,276.0,0.942028985507,0.729816456958
322,wy,196.0,2.5,2.08,1729.42490702,9.4194337713,0.729424907021,261.5,0.997615828291,0.729162124277
742,ppg,180.0,2.8,2.58,3904.06604918,92.9097980426,1.23957505176,693.15,0.375131276482,0.729011896624
734,sre,108.0,2.94,3.4,2245.85562634,49.2244394638,1.24585562634,639.2,0.448129054859,0.728308932087
350,r,215.0,2.6,2.7,2432.37357752,45.2382064028,0.935220187055,442.55,0.676850580467,0.728144886788
206,ghc,154.0,3.38,3.26,2436.28566598,284.651916972,1.43628566598,798.6,0.32726314825,0.727256382234
370,biib,30.0,3.4,2.4,4577.52735294,227.54802,0.907208447231,431.075,0.625099059785,0.726343461777
361,rai,19.0,3.32,2.6,2892.97391957,25.6739407231,2.35528387803,1136.7,0.237872507663,0.723229127708
83,leg,132.0,2.92,3.34,2243.82730327,17.9560734657,1.24382730327,686.0,0.419966916594,0.721668114187
34,vrsn,178.0,3.1,2.48,2983.31783283,55.318,1.98331783283,1053.2,0.246889121031,0.721006597331
328,gps,135.0,2.44,3.0,1667.75592184,11.2389822862,0.667755921841,211.1,1.52721076705,0.720524941465
116,aph,258.0,2.62,2.74,2231.23860429,41.724386822,0.902436024942,447.2,0.588262043055,0.720198783574
774,hls,191.0,3.32,2.8,3377.97205808,33.1855941635,1.10117577412,596.45,0.447641389572,0.72010800129
644,nlsn,264.0,3.24,2.4,1809.43870225,18.4783024175,0.809438702249,361.9,0.719034913139,0.719732495189
531,rgld,280.0,2.78,3.08,1823.08048805,35.9413711739,0.705057777994,242.4,1.07262246599,0.719242049235
104,dre,208.0,2.52,2.34,1898.0049516,6.84669556192,0.898004951606,395.6,0.804361942613,0.718805368006
90,wen,173.0,3.2,2.2,2649.42590191,7.00598765689,1.02355765358,539.2,0.545753550093,0.718268435274
